site_no,vpuid,nested_usable_gauges,basin_huc12s,drainage_km2
465522100534300,1013,71,205,20067.2
06935965,1030,71,290,26526.2
06935980,1030,71,290,26526.2
09466000,1504,71,301,29476.0
10332500,1604,71,387,41460.4
10333000,1604,71,387,41460.4
10334000,1604,71,387,41460.4
08399500,1306,71,432,44466.8
09306700,1405,70,115,10577.8
10102250,1601,70,136,13637.4
07250500,1111,70,233,19272.7
07250514,1111,70,233,19272.7
07250551,1111,70,233,19272.7
07060728,1101,70,310,27215.9
09458500,1504,70,277,27350.7
09460200,1504,70,277,27350.7
08066191,1203,70,432,42387.6
08291500,1302,69,156,15589.7
09415250,1501,69,178,15868.9
13307000,1706,69,209,16349.3
12433558,1701,69,165,16811.3
12433561,1701,69,165,16811.3
06856600,1025,69,366,37994.9
06854500,1025,69,430,45556.2
06853500,1025,69,488,52079.6
10302025,1605,68,86,9223.1
14322900,1710,68,147,10554.6
09415230,1501,68,170,15136.5
07060500,1101,68,300,26318.2
10332490,1604,68,381,40326.5
06852500,1025,68,498,53139.4
09081000,1401,67,35,3283.8
11242000,1804,67,36,3785.3
11246530,1804,67,36,3785.3
11246610,1804,67,36,3785.3
12155500,1711,67,50,4612.9
12156000,1711,67,50,4612.9
10167130,1602,67,91,7590.7
10167220,1602,67,91,7590.7
10167230,1602,67,91,7590.7
10167240,1602,67,91,7590.7
10167244,1602,67,91,7590.7
09306500,1405,67,110,10174.3
09306600,1405,67,110,10174.3
09306605,1405,67,110,10174.3
09306610,1405,67,110,10174.3
11362500,1802,67,128,11648.0
11362600,1802,67,128,11648.0
11362650,1802,67,128,11648.0
11362700,1802,67,128,11648.0
11363000,1802,67,128,11648.0
11363910,1802,67,128,11648.0
10092700,1601,67,133,13370.5
10095900,1601,67,133,13370.5
09415190,1501,67,166,14758.9
08280100,1302,67,154,15332.8
08280200,1302,67,154,15332.8
08280700,1302,67,154,15332.8
08281100,1302,67,154,15332.8
12433500,1701,67,163,16565.3
07057370,1101,67,291,25587.1
10331500,1604,67,376,39603.7
08066000,1203,67,416,40614.7
06853100,1025,67,519,54619.5
12119300,1711,66,14,1571.3
12119302,1711,66,14,1571.3
12119375,1711,66,14,1571.3
12119450,1711,66,14,1571.3
12119500,1711,66,14,1571.3
12119600,1711,66,14,1571.3
12119700,1711,66,14,1571.3
12120000,1711,66,14,1571.3
12120500,1711,66,14,1571.3
12127300,1711,66,14,1571.3
12127500,1711,66,14,1571.3
12127600,1711,66,14,1571.3
12128000,1711,66,14,1571.3
12196000,1711,66,83,7536.9
12196150,1711,66,83,7536.9
364700114080301,1501,66,154,13459.2
14092110,1707,66,236,18704.3
10330900,1604,66,364,37711.4
08067215,1203,66,392,38839.7
08396500,1306,66,392,40415.3
08067000,1203,66,415,40945.5
06478513,1016,66,508,50233.8
06853000,1025,66,531,55353.1
06853020,1025,66,531,55353.1
11056200,1807,65,21,1861.5
11059000,1807,65,21,1861.5
11059100,1807,65,21,1861.5
11059300,1807,65,21,1861.5
11060300,1807,65,21,1861.5
11060400,1807,65,21,1861.5
11060500,1807,65,21,1861.5
11065000,1807,65,21,1861.5
11065800,1807,65,21,1861.5
11065801,1807,65,21,1861.5
10301720,1605,65,69,7130.3
10301742,1605,65,69,7130.3
10301745,1605,65,69,7130.3
10301755,1605,65,69,7130.3
10301900,1605,65,69,7130.3
10302000,1605,65,69,7130.3
10302002,1605,65,69,7130.3
10302010,1605,65,69,7130.3
385535118460101,1605,65,69,7130.3
385713118480501,1605,65,69,7130.3
385722118491601,1605,65,69,7130.3
385742118503301,1605,65,69,7130.3
09415080,1501,65,153,13334.9
09415090,1501,65,153,13334.9
364723114054401,1501,65,153,13334.9
364731114045601,1501,65,153,13334.9
364737114050101,1501,65,153,13334.9
13032500,1704,65,136,13635.0
09185600,1403,65,229,19565.8
06922450,1029,65,293,30584.4
06922500,1029,65,293,30584.4
06857000,1025,65,326,33832.8
08067250,1203,65,386,38216.2
08067100,1203,65,399,39489.2
12194000,1711,64,82,7379.7
09251000,1405,64,108,9025.0
14321000,1710,64,134,9540.8
12432500,1701,64,152,15612.0
12433000,1701,64,152,15612.0
14076500,1707,64,233,18461.5
09217000,1404,64,223,24670.2
06326500,1009,64,297,33866.5
06821250,1024,64,368,34890.2
07144570,1103,64,313,35698.2
08395500,1306,64,384,39568.5
09400350,1502,64,465,40688.7
09522500,1503,64,452,41903.8
09527900,1503,64,452,41903.8
09528000,1503,64,452,41903.8
09429500,1503,64,452,41903.8
09523000,1503,64,452,41903.8
06879000,1026,64,379,42264.6
06478500,1016,64,501,49540.1
07106500,1102,63,26,2402.7
07106510,1102,63,26,2402.7
12507560,1703,63,128,13304.8
12507573,1703,63,128,13304.8
13029000,1704,63,133,13406.2
13031500,1704,63,133,13406.2
13032450,1704,63,133,13406.2
06078200,1003,63,232,17255.9
06935550,1030,63,281,25823.4
06818494,1024,63,366,34697.9
06818498,1024,63,366,34697.9
07144300,1103,63,312,35581.8
07144550,1103,63,312,35581.8
09399100,1502,63,409,35911.7
09400000,1502,63,409,35911.7
08065500,1203,63,389,37729.8
12184700,1711,62,78,7101.1
12184800,1711,62,78,7101.1
12189700,1711,62,78,7101.1
13210045,1705,62,128,8689.8
13210050,1705,62,128,8689.8
13210824,1705,62,128,8689.8
13210831,1705,62,128,8689.8
13211000,1705,62,128,8689.8
13211205,1705,62,128,8689.8
14372300,1710,62,133,10290.0
12426000,1701,62,151,15423.2
07249455,1111,62,216,17845.5
06935450,1030,62,278,25497.7
06326000,1009,62,270,31101.7
08394100,1306,62,350,36089.2
09520700,1507,62,372,38731.7
09520701,1507,62,372,38731.7
09522660,1507,62,372,38731.7
09522800,1507,62,372,38731.7
09522860,1507,62,372,38731.7
09529150,1507,62,372,38731.7
09529160,1507,62,372,38731.7
09529200,1507,62,372,38731.7
09529240,1507,62,372,38731.7
09529250,1507,62,372,38731.7
09529350,1507,62,372,38731.7
09529360,1507,62,372,38731.7
09034250,1401,61,24,2133.9
09034500,1401,61,24,2133.9
07106200,1102,61,25,2299.0
07106300,1102,61,25,2299.0
10167000,1602,61,85,7124.2
10167001,1602,61,85,7124.2
10167100,1602,61,85,7124.2
10167101,1602,61,85,7124.2
10167160,1602,61,85,7124.2
14372250,1710,61,131,10107.9
07331290,1113,61,187,19856.8
06934500,1030,61,258,23808.6
06857100,1025,61,298,30514.1
07227000,1108,61,320,30588.8
06877600,1026,61,377,42078.0
06850500,1025,61,520,54162.0
11303000,1804,60,34,3102.0
12150800,1711,60,46,4074.0
10312150,1605,60,41,4868.0
10312260,1605,60,41,4868.0
10312275,1605,60,41,4868.0
10312280,1605,60,41,4868.0
10351400,1605,60,41,4868.0
10351590,1605,60,41,4868.0
09128000,1402,60,113,10332.1
11516530,1801,60,120,11908.9
09415060,1501,60,151,13188.1
364757114024501,1501,60,151,13188.1
09415089,1501,60,151,13188.1
094150891,1501,60,151,13188.1
08394033,1306,60,322,33218.0
08065000,1203,60,356,33842.7
06850200,1025,60,518,54045.8
07106000,1102,59,21,1976.8
09019000,1401,59,23,2015.9
09019500,1401,59,23,2015.9
11302500,1804,59,31,2743.2
11511990,1801,59,118,11679.6
11512000,1801,59,118,11679.6
11512500,1801,59,118,11679.6
10086500,1601,59,118,11962.2
10090500,1601,59,118,11962.2
06027500,1002,59,238,20284.1
06027600,1002,59,238,20284.1
08394024,1306,59,319,32908.8
09429490,1503,59,451,41778.1
09522990,1503,59,451,41778.1
06478000,1016,59,465,45875.1
11299996,1804,58,29,2609.3
11299997,1804,58,29,2609.3
11300000,1804,58,29,2609.3
11300500,1804,58,29,2609.3
11300600,1804,58,29,2609.3
11301000,1804,58,29,2609.3
11302000,1804,58,29,2609.3
14370400,1710,58,109,8589.6
12424500,1701,58,133,13451.9
07223000,1108,58,219,20414.1
07223300,1108,58,219,20414.1
07057250,1101,58,243,20788.6
08386000,1306,58,315,32500.8
06877000,1026,58,378,42287.8
06849500,1025,58,510,53436.9
392110107011300,1401,57,24,2073.8
10141040,1602,57,67,5534.8
10141050,1602,57,67,5534.8
10141100,1602,57,67,5534.8
10141150,1602,57,67,5534.8
10141200,1602,57,67,5534.8
411316112132201,1602,57,67,5534.8
11336680,1804,57,69,5740.6
11336685,1804,57,69,5740.6
11336790,1804,57,69,5740.6
11336930,1804,57,69,5740.6
11447903,1804,57,69,5740.6
09306395,1405,57,100,9339.8
09306400,1405,57,100,9339.8
06630150,1018,57,108,11194.8
06796500,1020,57,152,16130.8
09216500,1404,57,168,18746.0
06027200,1002,57,236,20083.6
10327500,1604,57,314,32482.5
330131114364101,1503,57,440,40728.9
07344400,1114,57,464,44895.8
07344405,1114,57,464,44895.8
09247500,1405,56,86,6785.1
09247600,1405,56,86,6785.1
10166605,1602,56,84,7076.4
12334550,1701,56,136,9567.9
06630000,1018,56,107,11121.8
07099400,1102,56,151,12354.4
07099500,1102,56,151,12354.4
07099969,1102,56,151,12354.4
07099970,1102,56,151,12354.4
07099971,1102,56,151,12354.4
07099973,1102,56,151,12354.4
13022000,1704,56,120,12444.7
13022500,1704,56,120,12444.7
13023500,1704,56,120,12444.7
09415058,1501,56,150,13061.1
364831114002301,1501,56,150,13061.1
364847114001601,1501,56,150,13061.1
364849114001301,1501,56,150,13061.1
06796450,1020,56,151,16066.9
09211200,1404,56,152,16838.0
06027000,1002,56,235,19944.0
06324710,1009,56,193,22487.3
10327000,1604,56,301,31149.2
09429290,1503,56,432,40014.9
09429300,1503,56,432,40014.9
09429190,1503,56,432,40014.9
09429200,1503,56,432,40014.9
09295100,1406,55,92,7036.1
10231500,1603,55,184,15306.9
06796000,1020,55,149,15922.2
07222000,1108,55,174,16268.3
06910450,1030,55,205,19055.9
06026500,1002,55,234,19838.5
09448500,1504,55,205,20451.3
09449500,1504,55,205,20451.3
09451000,1504,55,205,20451.3
06324500,1009,55,181,20972.6
13342500,1706,55,265,24307.2
13343000,1706,55,265,24307.2
13343009,1706,55,265,24307.2
09397300,1502,55,341,30716.9
06477000,1016,55,422,41815.4
07344370,1114,55,463,44737.7
10311900,1605,54,40,4451.1
10312000,1605,54,40,4451.1
10312020,1605,54,40,4451.1
09295000,1406,54,91,6943.6
09306300,1405,54,90,8366.5
09124700,1402,54,104,9359.3
10079500,1601,54,104,10809.5
10080000,1601,54,104,10809.5
12420500,1701,54,109,11099.8
12421000,1701,54,109,11099.8
12421500,1701,54,109,11099.8
12422000,1701,54,109,11099.8
12422500,1701,54,109,11099.8
10228000,1603,54,182,15105.6
07221500,1108,54,170,15785.6
295847093420600,1201,54,238,25495.2
08030520,1201,54,238,25495.2
08030530,1201,54,238,25495.2
08030540,1201,54,238,25495.2
08030730,1201,54,238,25495.2
08030800,1201,54,238,25495.2
09397000,1502,54,318,28474.3
08117210,1207,54,335,35952.5
06844500,1025,54,483,50151.9
10301600,1605,53,66,6514.6
11510700,1801,53,105,10405.0
420523122042000,1801,53,105,10405.0
11361450,1802,53,124,11214.0
11362000,1802,53,124,11214.0
11362300,1802,53,124,11214.0
06308500,1009,53,138,14000.7
10224000,1603,53,181,15049.7
09181500,1403,53,202,16737.6
07331000,1113,53,177,18610.5
07178645,1107,53,210,21017.5
06164510,1005,53,206,22093.6
06408650,1012,53,252,29041.5
08114500,1207,53,345,36876.0
06476000,1016,53,384,38068.6
11467000,1801,52,40,3598.4
11467002,1801,52,40,3598.4
10301500,1605,52,65,6391.5
09306290,1405,52,79,7137.7
13050543,1704,52,88,8120.9
13056500,1704,52,88,8120.9
09123000,1402,52,98,8880.1
11479560,1801,52,113,9528.8
12505350,1703,52,101,10272.0
12505410,1703,52,101,10272.0
364904113593701,1501,52,147,12767.3
10223500,1603,52,179,14800.8
07178600,1107,52,201,20297.6
06610500,1023,52,241,23137.8
06610505,1023,52,241,23137.8
06610000,1023,52,241,23137.8
06610490,1023,52,241,23137.8
411105095532301,1023,52,241,23137.8
12322001,1701,52,270,34642.3
11299200,1804,51,28,2538.5
11299500,1804,51,28,2538.5
10311700,1605,51,30,3016.8
10311750,1605,51,30,3016.8
10141000,1602,51,66,5378.3
09306224,1405,51,67,5906.3
10300600,1605,51,63,6256.8
10301000,1605,51,63,6256.8
10301115,1605,51,63,6256.8
10301120,1605,51,63,6256.8
10301290,1605,51,63,6256.8
10301300,1605,51,63,6256.8
10301495,1605,51,63,6256.8
385407119093001,1605,51,63,6256.8
385952119103901,1605,51,63,6256.8
390023119103101,1605,51,63,6256.8
390059119102001,1605,51,63,6256.8
13205995,1705,51,114,7470.0
13206000,1705,51,114,7470.0
13206305,1705,51,114,7470.0
13206400,1705,51,114,7470.0
13208500,1705,51,114,7470.0
13209500,1705,51,114,7470.0
11509390,1801,51,104,10333.0
11509500,1801,51,104,10333.0
11510500,1801,51,104,10333.0
420743121565400,1801,51,104,10333.0
420903122010900,1801,51,104,10333.0
06307990,1009,51,115,11777.4
06308000,1009,51,115,11777.4
14019250,1707,51,147,12497.3
14019240,1707,51,147,12497.3
09415000,1501,51,145,12678.9
10220000,1603,51,174,14302.3
09511300,1506,51,185,16236.3
06920500,1029,51,210,21685.5
07074420,1101,51,228,22116.1
06475000,1016,51,324,31966.9
06794500,1021,51,366,38286.2
10337500,1605,50,12,1440.6
10338000,1605,50,12,1440.6
10338001,1605,50,12,1440.6
11465390,1801,50,38,3357.8
11238600,1804,50,32,3357.8
11241800,1804,50,32,3357.8
11246590,1804,50,32,3357.8
11323500,1804,50,63,5157.9
11325500,1804,50,63,5157.9
06438000,1012,50,151,18288.1
06155900,1005,50,183,19612.2
07178452,1107,50,195,19910.4
10323400,1604,50,235,23036.0
10323425,1604,50,235,23036.0
10323500,1604,50,235,23036.0
10323600,1604,50,235,23036.0
10325000,1604,50,235,23036.0
07341500,1114,50,355,33344.5
12319501,1701,50,266,34323.5
12321000,1701,50,266,34323.5
12322000,1701,50,266,34323.5
06792490,1021,50,361,37756.1
06792499,1021,50,361,37756.1
06792500,1021,50,361,37756.1
06793000,1021,50,361,37756.1
11446030,1802,49,26,2201.3
10311400,1605,49,26,2556.3
10311500,1605,49,26,2556.3
12331900,1701,49,98,6953.5
06307830,1009,49,96,10133.8
10075000,1601,49,99,10416.1
12419000,1701,49,105,10559.4
10219000,1603,49,163,13336.3
06909000,1030,49,160,14909.1
06155500,1005,49,152,16398.8
08062650,1203,49,237,22324.9
07337000,1114,49,348,32685.4
08113500,1207,49,350,37352.7
08114100,1207,49,350,37352.7
09520500,1507,49,370,38527.5
09522680,1507,49,370,38527.5
09522700,1507,49,370,38527.5
09522701,1507,49,370,38527.5
09522703,1507,49,370,38527.5
09522712,1507,49,370,38527.5
09529300,1507,49,370,38527.5
14207000,1709,48,27,1834.5
14207200,1709,48,27,1834.5
14207500,1709,48,27,1834.5
14207501,1709,48,27,1834.5
09070000,1401,48,32,2517.8
09070050,1401,48,32,2517.8
06052500,1002,48,53,4781.0
12331800,1701,48,88,6401.1
06307800,1009,48,91,9755.0
06074000,1003,48,148,10890.1
10217000,1603,48,156,12716.1
06155030,1005,48,138,14923.7
07072500,1101,48,191,19094.6
08062575,1203,48,231,21677.1
10336689,1605,47,11,1314.0
11445000,1802,47,22,1816.5
11445500,1802,47,22,1816.5
10311090,1605,47,25,2483.7
10311100,1605,47,25,2483.7
10311200,1605,47,25,2483.7
10311250,1605,47,25,2483.7
10311260,1605,47,25,2483.7
10311300,1605,47,25,2483.7
12101470,1711,47,24,2549.1
12101500,1711,47,24,2549.1
12102000,1711,47,24,2549.1
12102012,1711,47,24,2549.1
12102025,1711,47,24,2549.1
12102075,1711,47,24,2549.1
12102078,1711,47,24,2549.1
12102140,1711,47,24,2549.1
12102190,1711,47,24,2549.1
12102212,1711,47,24,2549.1
14243000,1708,47,73,5901.9
12331600,1701,47,85,6308.2
12331620,1701,47,85,6308.2
13152500,1704,47,95,8348.5
13152895,1704,47,95,8348.5
13152940,1704,47,95,8348.5
13153500,1704,47,95,8348.5
12417610,1701,47,101,9907.4
12417650,1701,47,101,9907.4
12418000,1701,47,101,9907.4
12418500,1701,47,101,9907.4
10071500,1601,47,95,9993.6
09209500,1404,47,99,10859.8
09413700,1501,47,126,11077.7
09486515,1505,47,139,13216.2
09486520,1505,47,139,13216.2
12372000,1701,47,219,18371.9
06818300,1024,47,285,27501.2
09429170,1503,47,405,36698.7
09429180,1503,47,405,36698.7
09069000,1401,46,31,2446.3
14361500,1710,46,79,6462.6
06709740,1019,46,81,7943.5
06709910,1019,46,81,7943.5
09413200,1501,46,119,10356.7
09413500,1501,46,119,10356.7
09500500,1506,46,196,15018.2
06473000,1016,46,282,27975.7
06888925,1027,46,305,30850.1
06888990,1027,46,305,30850.1
07105780,1102,45,16,1573.5
07105800,1102,45,16,1573.5
07105815,1102,45,16,1573.5
07105820,1102,45,16,1573.5
11443460,1802,45,20,1632.2
11444500,1802,45,20,1632.2
14361050,1710,45,78,6332.1
06307662,1009,45,67,7510.4
06627000,1018,45,79,7636.6
11508700,1801,45,99,9990.2
11509340,1801,45,99,9990.2
11509370,1801,45,99,9990.2
420451121510000,1801,45,99,9990.2
420524121515200,1801,45,99,9990.2
420615121533600,1801,45,99,9990.2
420615121533601,1801,45,99,9990.2
420732121501100,1801,45,99,9990.2
420741121554001,1801,45,99,9990.2
420853121505500,1801,45,99,9990.2
420853121505501,1801,45,99,9990.2
08077647,1204,45,107,13077.7
08077670,1204,45,107,13077.7
08077695,1204,45,107,13077.7
08077752,1204,45,107,13077.7
06437000,1012,45,120,15007.4
09180500,1403,45,190,15879.0
412126095565201,1023,45,232,22273.7
06818000,1024,45,274,26545.8
07143375,1103,45,273,31110.9
07143400,1103,45,273,31110.9
09429100,1503,45,400,36354.1
09429130,1503,45,400,36354.1
09429155,1503,45,400,36354.1
07316000,1113,45,406,40349.5
12113310,1711,44,16,1257.2
12113344,1711,44,16,1257.2
12113346,1711,44,16,1257.2
12113347,1711,44,16,1257.2
12113349,1711,44,16,1257.2
12113350,1711,44,16,1257.2
12113375,1711,44,16,1257.2
12113385,1711,44,16,1257.2
12113390,1711,44,16,1257.2
12113415,1711,44,16,1257.2
14206694,1709,44,26,1775.7
14163500,1709,44,37,3286.9
14163900,1709,44,37,3286.9
14164000,1709,44,37,3286.9
14164200,1709,44,37,3286.9
14164700,1709,44,37,3286.9
14164900,1709,44,37,3286.9
14165500,1709,44,37,3286.9
08279500,1302,44,64,6556.4
06307616,1009,44,59,6837.1
06708000,1019,44,80,7824.2
10068500,1601,44,90,9668.5
12505330,1703,44,95,9725.8
06236100,1008,44,107,11570.3
07054501,1101,44,186,15745.6
07054527,1101,44,186,15745.6
07055000,1101,44,186,15745.6
06485950,1017,44,200,19640.8
06485910,1017,44,200,19640.8
06102050,1003,44,220,22127.7
08029760,1201,44,232,24227.9
12318500,1701,44,260,33884.4
11234750,1804,43,29,3097.6
11234760,1804,43,29,3097.6
11235000,1804,43,29,3097.6
11235100,1804,43,29,3097.6
14359000,1710,43,66,5313.2
08276500,1302,43,61,6306.9
06071500,1003,43,125,9090.4
12504500,1703,43,93,9532.3
12505000,1703,43,93,9532.3
12505050,1703,43,93,9532.3
1250547010,1703,43,93,9532.3
13302500,1706,43,124,9719.4
09209400,1404,43,90,9938.7
08252000,1301,43,147,12132.9
07246500,1111,43,141,12252.2
06794700,1020,43,129,13690.7
09510000,1506,43,172,15123.6
06888350,1027,43,287,28607.2
07143350,1103,43,272,31078.4
09067500,1401,42,21,1671.2
394220106431500,1401,42,21,1671.2
14129400,1708,42,29,2262.8
453439122223900,1708,42,29,2262.8
11120700,1806,42,30,2697.0
11120800,1806,42,30,2697.0
11120900,1806,42,30,2697.0
11452800,1802,42,44,3820.4
11452900,1802,42,44,3820.4
11452901,1802,42,44,3820.4
11453000,1802,42,44,3820.4
384115121402501,1802,42,44,3820.4
09244490,1405,42,59,4665.0
06066500,1003,42,121,8671.0
13021500,1704,42,85,8858.1
10044000,1601,42,85,9199.4
10046500,1601,42,85,9199.4
08251500,1301,42,144,11802.7
09180000,1403,42,145,11944.5
07328500,1113,42,137,14165.9
09509000,1506,42,167,14774.6
06195950,1007,42,157,14843.1
09357700,1408,42,172,15104.4
09479500,1505,42,216,19262.3
06472000,1016,42,195,19918.6
09394500,1502,42,221,19930.9
09397045,1502,42,221,19930.9
09520280,1507,42,283,27722.3
06888345,1027,42,286,28486.9
07143330,1103,42,268,30695.8
09429000,1503,42,391,35726.9
09429010,1503,42,391,35726.9
