catalog_model_id,workspace_model_id,label,site_no,station_name,usgs_da_km2,usgs_da_source,v1b_nhdplusid,v1b_pick_rule,reference_class,reference_gnis,reference_ftype,reference_has_wb_link,swat_gis_id,swat_lcha,mapping_method,mapped_nhdplusid,replacement_steps_downstream,chandeg_present,nhd_tda_km2,swat_da_km2,swat_nhd_ratio,assignment_class,calibration_eligible,production_gis_channel,same_gis_as_production,notes
01012515,0101/huc12/01012515,0101/huc12/01012515 (ME),01012525,BISHOP MOUNTAIN BROOK NR BISHOP MTN ME  SITE 14,2.82308704026624,meta_csv,5000100061509,nhd_first_v1b_levelpath,tributary,,,False,3.0,3.0,downstream_replacement,5000100088027.0,2,True,3.0949,62.4612484,20.181992439174127,tributary_clean,True,77,False,Mapped at downstream step 2 to NHD 5000100088027 (ref 5000100061509).
01073587,0106/huc12/01073587,0106/huc12/01073587 (NH),010735562,"EXETER RIVER AT ODELL ROAD, NEAR SANDOWN, NH",41.6988085764096,meta_csv,5000600589799,nhd_first_v1b_levelpath,mainstem,,,False,45.0,45.0,exact_crosswalk,5000600589799.0,0,True,42.29449995,29.0972805,0.6879684246036345,mainstem_clean,True,44,False,
01073587,0106/huc12/01073587,0106/huc12/01073587 (NH),01073587,"EXETER RIVER AT HAIGH ROAD, NEAR BRENTWOOD, NH",164.464245006336,meta_csv,5000600605624,nhd_first_v1b_levelpath,mainstem,,,False,2.0,2.0,exact_crosswalk,5000600605624.0,0,True,161.81979992,148.6256954,0.9184642143512546,mainstem_clean,True,1,False,
02297600,0310/huc12/02297600,0310/huc12/02297600 (FL),02297600,SHELL CREEK AT CIRCLE K GROVES NEAR FT OGDEN FL,198.1594209755774,wbd_upstream_hu12_area_sqkm,15000700021819,nhd_first_v1b_gnis,tributary,Shell Creek,460.0,False,2.0,2.0,exact_crosswalk,15000700021819.0,0,True,153.71659989,165.60747909999998,1.0773558562868886,tributary_clean,True,2,True,
01126000,0110/huc12/01126000,0110/huc12/01126000 (CT),01126000,"FIVEMILE R AT KILLINGLY, CT.",149.70131277742078,meta_csv,10000800063652,nhd_first_v1b_levelpath,mainstem,,,False,8.0,7.0,exact_crosswalk,10000800063652.0,0,True,150.98859981,151.19592,1.0013730850558311,mainstem_clean,True,7,False,
09513860,1507/huc12/09513860,1507/huc12/09513860 (AZ),09513860,"SKUNK CREEK NEAR PHOENIX, AZ",168.0902283608064,meta_csv,40000300033041,nhd_first_v1b_levelpath,tributary,,,False,2.0,2.0,exact_crosswalk,40000300033041.0,0,True,134.64510006,134.3585436,0.997871764662269,tributary_clean,True,1,False,
11176145,1805/huc12/11176145,1805/huc12/11176145 (CA),11176100,ARROYO LAS POSITAS AB LIVERMORE CA,20.25370702282752,meta_csv,50000300044055,nhd_first_v1b_levelpath,mainstem,,336.0,False,7.0,7.0,downstream_replacement,50000300026132.0,1,True,41.53310014,46.1841199,1.111983448004659,assignment_ambiguous,False,36,False,Mapped at downstream step 1 to NHD 50000300026132 (ref 50000300044055).
11176145,1805/huc12/11176145,1805/huc12/11176145 (CA),11176140,ALTAMONT C NR LIVERMORE CA,34.7058406785024,meta_csv,50000300038032,nhd_first_v1b_levelpath,mainstem,,460.0,False,14.0,14.0,downstream_replacement,50000300038031.0,1,True,40.68279986,46.0767024,1.1325843491244902,mainstem_known_nhd_offset,True,17,False,Mapped at downstream step 1 to NHD 50000300038031 (ref 50000300038032).
11176145,1805/huc12/11176145,1805/huc12/11176145 (CA),11176145,ARROYO LAS POSITAS A LIVERMORE CA,138.0463662809088,meta_csv,50000300026411,nhd_first_v1b_gnis,mainstem,Arroyo Las Positas,460.0,False,3.0,3.0,downstream_replacement,50000300032136.0,1,True,103.03630005,136.9880357,1.3295123721787798,review,False,4,False,Mapped at downstream step 1 to NHD 50000300032136 (ref 50000300026411).
11176145,1805/huc12/11176145,1805/huc12/11176145 (CA),11176150,ARROYO LAS POSITAS NR LIVERMORE CA,167.31323192770557,meta_csv,50000300017314,nhd_first_v1b_gnis,mainstem,Arroyo Las Positas,460.0,False,2.0,2.0,exact_crosswalk,50000300017314.0,0,True,132.61939997,142.1314396,1.0717243452477672,mainstem_known_nhd_offset,True,2,True,
